Time,Lat,Lon,scPDSI
1194,49.25,13.5,0.584
1194,49.75,13.5,-0.426
1194,50.25,13.5,0.597
1194,50.75,13.5,-0.029
1194,49.25,14,-0.787
1194,49.75,14,0.109
1194,50.25,14,-0.402
1194,50.75,14,0.238
1194,49.25,14.5,0.77
1194,49.75,14.5,-0.929
1194,50.25,14.5,-0.735
1194,50.75,14.5,1.577
1194,49.25,15,0.357
1194,49.75,15,-0.151
1194,50.25,15,0.821
1194,50.75,15,1.264
1194,49.25,15.5,0.715
1194,49.75,15.5,1.009
1194,50.25,15.5,0.417
1194,50.75,15.5,1.276
1194,49.25,16,0.292
1194,49.75,16,0.708
1194,50.25,16,1.446
1194,50.75,16,0.144
1194,49.25,16.5,0.706
1194,49.75,16.5,0.824
1194,50.25,16.5,0.764
1194,50.75,16.5,0.165
1195,49.25,13.5,2.722
1195,49.75,13.5,0.422
1195,50.25,13.5,1.607
1195,50.75,13.5,1.476
1195,49.25,14,-0.299
1195,49.75,14,0.264
1195,50.25,14,0.475
1195,50.75,14,1.86
1195,49.25,14.5,0.459
1195,49.75,14.5,-1.117
1195,50.25,14.5,0.044
1195,50.75,14.5,1.655
1195,49.25,15,0.516
1195,49.75,15,-0.178
1195,50.25,15,1.953
1195,50.75,15,2.038
1195,49.25,15.5,0.754
1195,49.75,15.5,1.784
1195,50.25,15.5,1.281
1195,50.75,15.5,1.363
1195,49.25,16,1.233
1195,49.75,16,1.334
1195,50.25,16,1.515
1195,50.75,16,1.604
1195,49.25,16.5,1.699
1195,49.75,16.5,1.186
1195,50.25,16.5,1.189
1195,50.75,16.5,2.713
1196,49.25,13.5,2.789
1196,49.75,13.5,1.652
1196,50.25,13.5,1.33
1196,50.75,13.5,0.939
1196,49.25,14,0.366
1196,49.75,14,0.608
1196,50.25,14,1.065
1196,50.75,14,1.202
1196,49.25,14.5,1.498
1196,49.75,14.5,0.496
1196,50.25,14.5,1.498
1196,50.75,14.5,1.577
1196,49.25,15,0.932
1196,49.75,15,0.877
1196,50.25,15,2.253
1196,50.75,15,1.615
1196,49.25,15.5,1.165
1196,49.75,15.5,0.688
1196,50.25,15.5,2.635
1196,50.75,15.5,2.473
1196,49.25,16,0.642
1196,49.75,16,2.682
1196,50.25,16,3.748
1196,50.75,16,2.451
1196,49.25,16.5,0.259
1196,49.75,16.5,2.546
1196,50.25,16.5,3.608
1196,50.75,16.5,3.865
1197,49.25,13.5,3.06
1197,49.75,13.5,2.031
1197,50.25,13.5,2.171
1197,50.75,13.5,0.304
1197,49.25,14,-0.303
1197,49.75,14,0.196
1197,50.25,14,1.381
1197,50.75,14,1.091
1197,49.25,14.5,1.344
1197,49.75,14.5,-0.633
1197,50.25,14.5,-0.01
1197,50.75,14.5,1.129
1197,49.25,15,0.215
1197,49.75,15,0.567
1197,50.25,15,0.664
1197,50.75,15,0.857
1197,49.25,15.5,0.516
1197,49.75,15.5,-0.694
1197,50.25,15.5,0.789
1197,50.75,15.5,1.745
1197,49.25,16,-0.49
1197,49.75,16,0.552
1197,50.25,16,1.629
1197,50.75,16,-1.011
1197,49.25,16.5,0.663
1197,49.75,16.5,0.061
1197,50.25,16.5,0.977
1197,50.75,16.5,0.666
1198,49.25,13.5,4.756
1198,49.75,13.5,2.998
1198,50.25,13.5,3.831
1198,50.75,13.5,1.524
1198,49.25,14,1.222
1198,49.75,14,0.256
1198,50.25,14,2.55
1198,50.75,14,2.149
1198,49.25,14.5,0.905
1198,49.75,14.5,-0.831
1198,50.25,14.5,0.326
1198,50.75,14.5,2.321
1198,49.25,15,-0.071
1198,49.75,15,0.686
1198,50.25,15,1.626
1198,50.75,15,2.015
1198,49.25,15.5,0.342
1198,49.75,15.5,0.428
1198,50.25,15.5,0.646
1198,50.75,15.5,2.356
1198,49.25,16,0.045
1198,49.75,16,0.202
1198,50.25,16,0.797
1198,50.75,16,0.168
1198,49.25,16.5,1.997
1198,49.75,16.5,-0.692
1198,50.25,16.5,0.389
1198,50.75,16.5,2.554
1199,49.25,13.5,5.151
1199,49.75,13.5,2.288
1199,50.25,13.5,3.075
1199,50.75,13.5,2.199
1199,49.25,14,2.617
1199,49.75,14,2.295
1199,50.25,14,1.815
1199,50.75,14,1.306
1199,49.25,14.5,0.337
1199,49.75,14.5,0.08
1199,50.25,14.5,1.671
1199,50.75,14.5,1.802
1199,49.25,15,-0.507
1199,49.75,15,0.349
1199,50.25,15,1.501
1199,50.75,15,3.099
1199,49.25,15.5,-0.831
1199,49.75,15.5,-1.22
1199,50.25,15.5,1.482
1199,50.75,15.5,2.923
1199,49.25,16,0.242
1199,49.75,16,-0.184
1199,50.25,16,1.937
1199,50.75,16,3.122
1199,49.25,16.5,1.687
1199,49.75,16.5,-0.436
1199,50.25,16.5,1.05
1199,50.75,16.5,4.347
1200,49.25,13.5,2.371
1200,49.75,13.5,0.666
1200,50.25,13.5,2.416
1200,50.75,13.5,0.72
1200,49.25,14,-0.177
1200,49.75,14,0.271
1200,50.25,14,0.791
1200,50.75,14,0.988
1200,49.25,14.5,0.67
1200,49.75,14.5,-1.054
1200,50.25,14.5,-0.47
1200,50.75,14.5,2.315
1200,49.25,15,-0.539
1200,49.75,15,-0.9
1200,50.25,15,0.884
1200,50.75,15,1.949
1200,49.25,15.5,-1.06
1200,49.75,15.5,-0.123
1200,50.25,15.5,0.309
1200,50.75,15.5,3.005
1200,49.25,16,-0.488
1200,49.75,16,-0.098
1200,50.25,16,2.649
1200,50.75,16,2.609
1200,49.25,16.5,-0.332
1200,49.75,16.5,0.555
1200,50.25,16.5,1.845
1200,50.75,16.5,3
1201,49.25,13.5,3.434
1201,49.75,13.5,2.053
1201,50.25,13.5,2.651
1201,50.75,13.5,2.139
1201,49.25,14,1.141
1201,49.75,14,1.362
1201,50.25,14,2.498
1201,50.75,14,1.827
1201,49.25,14.5,0.764
1201,49.75,14.5,0.126
1201,50.25,14.5,1.848
1201,50.75,14.5,1.949
1201,49.25,15,1.214
1201,49.75,15,0.652
1201,50.25,15,2.491
1201,50.75,15,2.041
1201,49.25,15.5,0.906
1201,49.75,15.5,1.926
1201,50.25,15.5,2.504
1201,50.75,15.5,2.809
1201,49.25,16,1.509
1201,49.75,16,1.994
1201,50.25,16,2.756
1201,50.75,16,1.252
1201,49.25,16.5,1.676
1201,49.75,16.5,1.452
1201,50.25,16.5,2.15
1201,50.75,16.5,2.314
1202,49.25,13.5,-0.061
1202,49.75,13.5,-1.034
1202,50.25,13.5,-0.696
1202,50.75,13.5,-1.006
1202,49.25,14,-0.988
1202,49.75,14,-0.904
1202,50.25,14,-1.067
1202,50.75,14,-0.709
1202,49.25,14.5,-1.635
1202,49.75,14.5,-2.19
1202,50.25,14.5,-1.23
1202,50.75,14.5,-0.635
1202,49.25,15,-1.533
1202,49.75,15,-1.257
1202,50.25,15,-1.635
1202,50.75,15,-1.154
1202,49.25,15.5,-1.873
1202,49.75,15.5,-2.453
1202,50.25,15.5,-1.015
1202,50.75,15.5,-0.057
1202,49.25,16,-1.234
1202,49.75,16,-1.814
1202,50.25,16,0.25
1202,50.75,16,-1.436
1202,49.25,16.5,-0.396
1202,49.75,16.5,-1.149
1202,50.25,16.5,-0.757
1202,50.75,16.5,-1.206
1203,49.25,13.5,2.57
1203,49.75,13.5,0.495
1203,50.25,13.5,2.17
1203,50.75,13.5,0.403
1203,49.25,14,0.58
1203,49.75,14,0.916
1203,50.25,14,0.726
1203,50.75,14,-0.048
1203,49.25,14.5,-0.913
1203,49.75,14.5,-0.787
1203,50.25,14.5,0.535
1203,50.75,14.5,1.626
1203,49.25,15,-1.18
1203,49.75,15,-0.781
1203,50.25,15,0.315
1203,50.75,15,1.824
1203,49.25,15.5,-1.448
1203,49.75,15.5,-1.197
1203,50.25,15.5,0.399
1203,50.75,15.5,1.823
1203,49.25,16,-1.117
1203,49.75,16,-1.568
1203,50.25,16,0.613
1203,50.75,16,1.74
1203,49.25,16.5,0.266
1203,49.75,16.5,-1.796
1203,50.25,16.5,-0.411
1203,50.75,16.5,1.358
1204,49.25,13.5,3.666
1204,49.75,13.5,2.388
1204,50.25,13.5,2.755
1204,50.75,13.5,0.568
1204,49.25,14,1.908
1204,49.75,14,1.763
1204,50.25,14,2.03
1204,50.75,14,1.074
1204,49.25,14.5,0.518
1204,49.75,14.5,1.091
1204,50.25,14.5,1.314
1204,50.75,14.5,1.164
1204,49.25,15,0.303
1204,49.75,15,1.013
1204,50.25,15,1.178
1204,50.75,15,1.697
1204,49.25,15.5,0.195
1204,49.75,15.5,-0.268
1204,50.25,15.5,1.303
1204,50.75,15.5,1.696
1204,49.25,16,0.406
1204,49.75,16,0.43
1204,50.25,16,1.95
1204,50.75,16,1.778
1204,49.25,16.5,0.302
1204,49.75,16.5,1.044
1204,50.25,16.5,1.108
1204,50.75,16.5,2.049
1205,49.25,13.5,-1.117
1205,49.75,13.5,-0.524
1205,50.25,13.5,0.518
1205,50.75,13.5,-0.607
1205,49.25,14,-0.968
1205,49.75,14,-0.034
1205,50.25,14,-0.423
1205,50.75,14,-1.22
1205,49.25,14.5,0.219
1205,49.75,14.5,-0.281
1205,50.25,14.5,0.088
1205,50.75,14.5,1.127
1205,49.25,15,-1.216
1205,49.75,15,-0.395
1205,50.25,15,-0.457
1205,50.75,15,1.035
1205,49.25,15.5,-1.912
1205,49.75,15.5,-0.886
1205,50.25,15.5,-0.229
1205,50.75,15.5,0.844
1205,49.25,16,-1.145
1205,49.75,16,-0.796
1205,50.25,16,0.289
1205,50.75,16,-0.605
1205,49.25,16.5,-1.853
1205,49.75,16.5,-0.422
1205,50.25,16.5,0.103
1205,50.75,16.5,-0.9
1206,49.25,13.5,2.621
1206,49.75,13.5,3.094
1206,50.25,13.5,3.749
1206,50.75,13.5,1.161
1206,49.25,14,2.354
1206,49.75,14,1.348
1206,50.25,14,2.832
1206,50.75,14,1.219
1206,49.25,14.5,1.53
1206,49.75,14.5,2.629
1206,50.25,14.5,3.135
1206,50.75,14.5,2.223
1206,49.25,15,1.94
1206,49.75,15,3.044
1206,50.25,15,4.328
1206,50.75,15,2.255
1206,49.25,15.5,2.605
1206,49.75,15.5,1.694
1206,50.25,15.5,2.559
1206,50.75,15.5,2.363
1206,49.25,16,1.925
1206,49.75,16,2.452
1206,50.25,16,2.178
1206,50.75,16,2.042
1206,49.25,16.5,1.854
1206,49.75,16.5,1.668
1206,50.25,16.5,1.768
1206,50.75,16.5,0.668
1207,49.25,13.5,2.615
1207,49.75,13.5,1.789
1207,50.25,13.5,2.866
1207,50.75,13.5,0.91
1207,49.25,14,1.988
1207,49.75,14,0.933
1207,50.25,14,1.837
1207,50.75,14,0.765
1207,49.25,14.5,1.889
1207,49.75,14.5,2.101
1207,50.25,14.5,1.647
1207,50.75,14.5,2.57
1207,49.25,15,1.71
1207,49.75,15,2.047
1207,50.25,15,3.263
1207,50.75,15,2.097
1207,49.25,15.5,2.014
1207,49.75,15.5,1.688
1207,50.25,15.5,1.362
1207,50.75,15.5,1.905
1207,49.25,16,1.813
1207,49.75,16,2.433
1207,50.25,16,3.002
1207,50.75,16,2.043
1207,49.25,16.5,1.056
1207,49.75,16.5,1.873
1207,50.25,16.5,1.995
1207,50.75,16.5,0.599
1208,49.25,13.5,1.966
1208,49.75,13.5,0.386
1208,50.25,13.5,0.971
1208,50.75,13.5,0.521
1208,49.25,14,2.489
1208,49.75,14,-0.298
1208,50.25,14,0.326
1208,50.75,14,-0.04
1208,49.25,14.5,-1.577
1208,49.75,14.5,-0.155
1208,50.25,14.5,0.144
1208,50.75,14.5,-0.217
1208,49.25,15,1.327
1208,49.75,15,0.931
1208,50.25,15,0.629
1208,50.75,15,-0.266
1208,49.25,15.5,0.881
1208,49.75,15.5,-0.079
1208,50.25,15.5,-0.085
1208,50.75,15.5,-0.598
1208,49.25,16,1.503
1208,49.75,16,1.055
1208,50.25,16,1.854
1208,50.75,16,-0.07
1208,49.25,16.5,1.223
1208,49.75,16.5,1.099
1208,50.25,16.5,0.926
1208,50.75,16.5,-1.038
1209,49.25,13.5,0.12
1209,49.75,13.5,-1.05
1209,50.25,13.5,-0.116
1209,50.75,13.5,-0.977
1209,49.25,14,-0.896
1209,49.75,14,-0.654
1209,50.25,14,-1.433
1209,50.75,14,-1.172
1209,49.25,14.5,-0.765
1209,49.75,14.5,-1.327
1209,50.25,14.5,-1.405
1209,50.75,14.5,0.436
1209,49.25,15,-0.618
1209,49.75,15,-0.883
1209,50.25,15,-1.401
1209,50.75,15,-0.464
1209,49.25,15.5,-0.629
1209,49.75,15.5,-1.876
1209,50.25,15.5,-1.304
1209,50.75,15.5,-1.456
1209,49.25,16,-0.576
1209,49.75,16,-0.659
1209,50.25,16,0.257
1209,50.75,16,-2.146
1209,49.25,16.5,-1.866
1209,49.75,16.5,-0.717
1209,50.25,16.5,-0.538
1209,50.75,16.5,-2.643
1210,49.25,13.5,2.606
1210,49.75,13.5,1.735
1210,50.25,13.5,1.331
1210,50.75,13.5,0.787
1210,49.25,14,-0.352
1210,49.75,14,-0.294
1210,50.25,14,0.805
1210,50.75,14,0.587
1210,49.25,14.5,0.016
1210,49.75,14.5,-0.015
1210,50.25,14.5,0.41
1210,50.75,14.5,0.239
1210,49.25,15,1.249
1210,49.75,15,1.358
1210,50.25,15,0.999
1210,50.75,15,0.034
1210,49.25,15.5,1.544
1210,49.75,15.5,1.184
1210,50.25,15.5,0.895
1210,50.75,15.5,-0.419
1210,49.25,16,0.959
1210,49.75,16,0.989
1210,50.25,16,0.315
1210,50.75,16,-0.13
1210,49.25,16.5,1.266
1210,49.75,16.5,1.076
1210,50.25,16.5,0.022
1210,50.75,16.5,-0.575
1211,49.25,13.5,0.842
1211,49.75,13.5,2.22
1211,50.25,13.5,0.945
1211,50.75,13.5,0.223
1211,49.25,14,0.15
1211,49.75,14,0.84
1211,50.25,14,1.586
1211,50.75,14,1.055
1211,49.25,14.5,0.749
1211,49.75,14.5,1.468
1211,50.25,14.5,1.826
1211,50.75,14.5,-0.053
1211,49.25,15,1.927
1211,49.75,15,2.343
1211,50.25,15,1.234
1211,50.75,15,-0.273
1211,49.25,15.5,2.284
1211,49.75,15.5,0.968
1211,50.25,15.5,1.793
1211,50.75,15.5,0.804
1211,49.25,16,1.475
1211,49.75,16,1.565
1211,50.25,16,1.204
1211,50.75,16,-0.123
1211,49.25,16.5,0.667
1211,49.75,16.5,1.455
1211,50.25,16.5,0.913
1211,50.75,16.5,-0.086
1212,49.25,13.5,-1.579
1212,49.75,13.5,-1.192
1212,50.25,13.5,-1.506
1212,50.75,13.5,-1.651
1212,49.25,14,-1.482
1212,49.75,14,-1.664
1212,50.25,14,-1.88
1212,50.75,14,-2.019
1212,49.25,14.5,-1.151
1212,49.75,14.5,-1.738
1212,50.25,14.5,-1.837
1212,50.75,14.5,-1.907
1212,49.25,15,-0.573
1212,49.75,15,-0.21
1212,50.25,15,-1.621
1212,50.75,15,-2.177
1212,49.25,15.5,-0.215
1212,49.75,15.5,-1.117
1212,50.25,15.5,-2.033
1212,50.75,15.5,-1.273
1212,49.25,16,-0.009
1212,49.75,16,-0.444
1212,50.25,16,-0.772
1212,50.75,16,-2.565
1212,49.25,16.5,-0.541
1212,49.75,16.5,-0.572
1212,50.25,16.5,-1.056
1212,50.75,16.5,-2.106
1213,49.25,13.5,0.015
1213,49.75,13.5,-0.514
1213,50.25,13.5,-0.79
1213,50.75,13.5,-1.7
1213,49.25,14,-1.681
1213,49.75,14,-1.617
1213,50.25,14,-1.28
1213,50.75,14,-1.326
1213,49.25,14.5,-1.889
1213,49.75,14.5,-1.593
1213,50.25,14.5,-1.755
1213,50.75,14.5,-1.453
1213,49.25,15,-0.357
1213,49.75,15,-0.159
1213,50.25,15,-1.393
1213,50.75,15,-1.675
1213,49.25,15.5,-0.036
1213,49.75,15.5,-1.706
1213,50.25,15.5,-1.717
1213,50.75,15.5,-1.508
1213,49.25,16,-0.391
1213,49.75,16,-0.692
1213,50.25,16,-0.924
1213,50.75,16,-1.716
1213,49.25,16.5,-0.281
1213,49.75,16.5,-0.523
1213,50.25,16.5,-1.294
1213,50.75,16.5,-1.745
1214,49.25,13.5,2.697
1214,49.75,13.5,1.34
1214,50.25,13.5,1.178
1214,50.75,13.5,-0.642
1214,49.25,14,-0.878
1214,49.75,14,-1.445
1214,50.25,14,0.241
1214,50.75,14,-0.572
1214,49.25,14.5,-0.66
1214,49.75,14.5,-1.112
1214,50.25,14.5,0.029
1214,50.75,14.5,0.284
1214,49.25,15,0.755
1214,49.75,15,1.096
1214,50.25,15,1.101
1214,50.75,15,-0.283
1214,49.25,15.5,1.062
1214,49.75,15.5,0.028
1214,50.25,15.5,-0.152
1214,50.75,15.5,0.092
1214,49.25,16,0.711
1214,49.75,16,0.72
1214,50.25,16,0.664
1214,50.75,16,1.551
1214,49.25,16.5,0.81
1214,49.75,16.5,0.447
1214,50.25,16.5,0.762
1214,50.75,16.5,1.188
1215,49.25,13.5,1.473
1215,49.75,13.5,1.241
1215,50.25,13.5,1.582
1215,50.75,13.5,-0.628
1215,49.25,14,1.437
1215,49.75,14,0.638
1215,50.25,14,1.006
1215,50.75,14,-0.562
1215,49.25,14.5,0.822
1215,49.75,14.5,1.062
1215,50.25,14.5,1.371
1215,50.75,14.5,1.293
1215,49.25,15,0.463
1215,49.75,15,1.184
1215,50.25,15,2.166
1215,50.75,15,1.49
1215,49.25,15.5,0.555
1215,49.75,15.5,-0.718
1215,50.25,15.5,1.222
1215,50.75,15.5,1.438
1215,49.25,16,0.479
1215,49.75,16,1.101
1215,50.25,16,2.254
1215,50.75,16,2.553
1215,49.25,16.5,-0.284
1215,49.75,16.5,0.847
1215,50.25,16.5,1.813
1215,50.75,16.5,1.88
1216,49.25,13.5,1.835
1216,49.75,13.5,1.907
1216,50.25,13.5,1.232
1216,50.75,13.5,-1.103
1216,49.25,14,3.613
1216,49.75,14,1.132
1216,50.25,14,1.315
1216,50.75,14,-0.263
1216,49.25,14.5,0.24
1216,49.75,14.5,1.783
1216,50.25,14.5,1.845
1216,50.75,14.5,-1.033
1216,49.25,15,1.366
1216,49.75,15,2.133
1216,50.25,15,1.434
1216,50.75,15,0.273
1216,49.25,15.5,1.487
1216,49.75,15.5,-0.439
1216,50.25,15.5,2.287
1216,50.75,15.5,0.688
1216,49.25,16,1.46
1216,49.75,16,1.206
1216,50.25,16,1.986
1216,50.75,16,0.877
1216,49.25,16.5,0.463
1216,49.75,16.5,0.743
1216,50.25,16.5,1.121
1216,50.75,16.5,0.502
1217,49.25,13.5,0.598
1217,49.75,13.5,-0.08
1217,50.25,13.5,-0.336
1217,50.75,13.5,-2.543
1217,49.25,14,0.339
1217,49.75,14,-0.511
1217,50.25,14,-1.389
1217,50.75,14,-2.37
1217,49.25,14.5,0.35
1217,49.75,14.5,-0.307
1217,50.25,14.5,-0.047
1217,50.75,14.5,-0.41
1217,49.25,15,0.263
1217,49.75,15,0.003
1217,50.25,15,0.084
1217,50.75,15,-0.318
1217,49.25,15.5,-0.028
1217,49.75,15.5,-2.529
1217,50.25,15.5,-0.506
1217,50.75,15.5,-0.129
1217,49.25,16,0.268
1217,49.75,16,0.645
1217,50.25,16,2.462
1217,50.75,16,0.866
1217,49.25,16.5,-1.876
1217,49.75,16.5,0.543
1217,50.25,16.5,1.901
1217,50.75,16.5,0.115
1218,49.25,13.5,0.877
1218,49.75,13.5,-0.428
1218,50.25,13.5,0.641
1218,50.75,13.5,-0.9
1218,49.25,14,0.082
1218,49.75,14,0.2
1218,50.25,14,-0.686
1218,50.75,14,-0.931
1218,49.25,14.5,-0.624
1218,49.75,14.5,-0.082
1218,50.25,14.5,-0.728
1218,50.75,14.5,1.163
1218,49.25,15,-0.666
1218,49.75,15,-1.144
1218,50.25,15,-0.696
1218,50.75,15,1.662
1218,49.25,15.5,-1.405
1218,49.75,15.5,-1.468
1218,50.25,15.5,-1.068
1218,50.75,15.5,0.153
1218,49.25,16,-1.265
1218,49.75,16,-1.647
1218,50.25,16,0.067
1218,50.75,16,0.023
1218,49.25,16.5,-0.335
1218,49.75,16.5,-1.327
1218,50.25,16.5,-0.777
1218,50.75,16.5,-1.025
1219,49.25,13.5,-0.888
1219,49.75,13.5,0.464
1219,50.25,13.5,0.682
1219,50.75,13.5,0.333
1219,49.25,14,0.45
1219,49.75,14,1.75
1219,50.25,14,0.641
1219,50.75,14,-0.381
1219,49.25,14.5,0.53
1219,49.75,14.5,1.776
1219,50.25,14.5,1.023
1219,50.75,14.5,1.796
1219,49.25,15,-0.168
1219,49.75,15,0.754
1219,50.25,15,0.56
1219,50.75,15,2.013
1219,49.25,15.5,-0.113
1219,49.75,15.5,0.985
1219,50.25,15.5,1.209
1219,50.75,15.5,1.838
1219,49.25,16,0.098
1219,49.75,16,0.303
1219,50.25,16,1.06
1219,50.75,16,2.163
1219,49.25,16.5,-0.6
1219,49.75,16.5,0.513
1219,50.25,16.5,0.664
1219,50.75,16.5,1.52
1220,49.25,13.5,-0.81
1220,49.75,13.5,-0.061
1220,50.25,13.5,1.389
1220,50.75,13.5,0.813
1220,49.25,14,-1.177
1220,49.75,14,-0.411
1220,50.25,14,0.045
1220,50.75,14,0.721
1220,49.25,14.5,0.363
1220,49.75,14.5,0.186
1220,50.25,14.5,-0.392
1220,50.75,14.5,1.705
1220,49.25,15,-0.008
1220,49.75,15,-0.258
1220,50.25,15,0.108
1220,50.75,15,0.579
1220,49.25,15.5,0.126
1220,49.75,15.5,0.764
1220,50.25,15.5,-0.682
1220,50.75,15.5,0.837
1220,49.25,16,0.029
1220,49.75,16,0.287
1220,50.25,16,-0.155
1220,50.75,16,-0.389
1220,49.25,16.5,0.071
1220,49.75,16.5,-0.303
1220,50.25,16.5,-0.114
1220,50.75,16.5,-0.508
1221,49.25,13.5,1.365
1221,49.75,13.5,2.182
1221,50.25,13.5,3.069
1221,50.75,13.5,2.175
1221,49.25,14,1.472
1221,49.75,14,2.79
1221,50.25,14,2.377
1221,50.75,14,2.274
1221,49.25,14.5,1.718
1221,49.75,14.5,2.846
1221,50.25,14.5,2.769
1221,50.75,14.5,1.675
1221,49.25,15,1.716
1221,49.75,15,2.178
1221,50.25,15,1.943
1221,50.75,15,2.171
1221,49.25,15.5,1.518
1221,49.75,15.5,1.973
1221,50.25,15.5,1.732
1221,50.75,15.5,2.017
1221,49.25,16,1.934
1221,49.75,16,1.873
1221,50.25,16,1.326
1221,50.75,16,-0.001
1221,49.25,16.5,2.033
1221,49.75,16.5,0.553
1221,50.25,16.5,0.646
1221,50.75,16.5,0.027
1222,49.25,13.5,2.217
1222,49.75,13.5,1.634
1222,50.25,13.5,2.516
1222,50.75,13.5,2.055
1222,49.25,14,1.499
1222,49.75,14,1.411
1222,50.25,14,1.853
1222,50.75,14,1.982
1222,49.25,14.5,1.765
1222,49.75,14.5,1.441
1222,50.25,14.5,2.154
1222,50.75,14.5,1.931
1222,49.25,15,2.204
1222,49.75,15,2.095
1222,50.25,15,2.493
1222,50.75,15,1.551
1222,49.25,15.5,2.525
1222,49.75,15.5,1.917
1222,50.25,15.5,1.413
1222,50.75,15.5,1.719
1222,49.25,16,1.892
1222,49.75,16,2.183
1222,50.25,16,1.233
1222,50.75,16,0.298
1222,49.25,16.5,1.829
1222,49.75,16.5,0.86
1222,50.25,16.5,0.59
1222,50.75,16.5,-0.55
1223,49.25,13.5,0.72
1223,49.75,13.5,0.603
1223,50.25,13.5,0.94
1223,50.75,13.5,0.897
1223,49.25,14,0.734
1223,49.75,14,0.303
1223,50.25,14,1.237
1223,50.75,14,0.563
1223,49.25,14.5,0.366
1223,49.75,14.5,0.802
1223,50.25,14.5,0.97
1223,50.75,14.5,1.057
1223,49.25,15,1.189
1223,49.75,15,1.118
1223,50.25,15,0.855
1223,50.75,15,0.187
1223,49.25,15.5,1.758
1223,49.75,15.5,1.671
1223,50.25,15.5,0.674
1223,50.75,15.5,1.03
1223,49.25,16,1.571
1223,49.75,16,1.587
1223,50.25,16,1.506
1223,50.75,16,0.439
1223,49.25,16.5,1.082
1223,49.75,16.5,0.385
1223,50.25,16.5,0.939
1223,50.75,16.5,-0.785
1224,49.25,13.5,-0.884
1224,49.75,13.5,-0.335
1224,50.25,13.5,0.018
1224,50.75,13.5,0.553
1224,49.25,14,-0.311
1224,49.75,14,-0.695
1224,50.25,14,0.134
1224,50.75,14,0.108
1224,49.25,14.5,-0.614
1224,49.75,14.5,-0.517
1224,50.25,14.5,-0.077
1224,50.75,14.5,0.32
1224,49.25,15,0.086
1224,49.75,15,0.302
1224,50.25,15,-0.729
1224,50.75,15,-0.819
1224,49.25,15.5,0.6
1224,49.75,15.5,0.607
1224,50.25,15.5,-0.174
1224,50.75,15.5,-0.287
1224,49.25,16,0.385
1224,49.75,16,-0.125
1224,50.25,16,-1.061
1224,50.75,16,-1.155
1224,49.25,16.5,0.112
1224,49.75,16.5,-1.168
1224,50.25,16.5,-0.993
1224,50.75,16.5,-2.092
1225,49.25,13.5,-1.808
1225,49.75,13.5,-0.692
1225,50.25,13.5,-0.836
1225,50.75,13.5,-0.572
1225,49.25,14,-1.78
1225,49.75,14,0.191
1225,50.25,14,-0.908
1225,50.75,14,-0.802
1225,49.25,14.5,-0.594
1225,49.75,14.5,-0.848
1225,50.25,14.5,-0.857
1225,50.75,14.5,-1.049
1225,49.25,15,0.016
1225,49.75,15,-0.301
1225,50.25,15,-0.941
1225,50.75,15,-1.411
1225,49.25,15.5,0.392
1225,49.75,15.5,0.686
1225,50.25,15.5,-0.946
1225,50.75,15.5,-0.734
1225,49.25,16,0.708
1225,49.75,16,0.218
1225,50.25,16,-1.053
1225,50.75,16,-2.283
1225,49.25,16.5,0.304
1225,49.75,16.5,-1.001
1225,50.25,16.5,-1.199
1225,50.75,16.5,-2.165
1226,49.25,13.5,0.241
1226,49.75,13.5,-0.014
1226,50.25,13.5,-0.289
1226,50.75,13.5,-1.157
1226,49.25,14,-1.412
1226,49.75,14,1.467
1226,50.25,14,-1.174
1226,50.75,14,-1.654
1226,49.25,14.5,-0.544
1226,49.75,14.5,-0.402
1226,50.25,14.5,0.628
1226,50.75,14.5,-0.917
1226,49.25,15,-0.965
1226,49.75,15,-0.201
1226,50.25,15,-0.911
1226,50.75,15,-0.641
1226,49.25,15.5,-0.59
1226,49.75,15.5,-1.182
1226,50.25,15.5,-0.129
1226,50.75,15.5,-0.282
1226,49.25,16,-0.52
1226,49.75,16,-1.429
1226,50.25,16,-1.074
1226,50.75,16,-2.768
1226,49.25,16.5,-0.223
1226,49.75,16.5,-2.395
1226,50.25,16.5,-1.844
1226,50.75,16.5,-2.811
1227,49.25,13.5,2.221
1227,49.75,13.5,1.317
1227,50.25,13.5,0.554
1227,50.75,13.5,-0.988
1227,49.25,14,0.899
1227,49.75,14,1.747
1227,50.25,14,0.176
1227,50.75,14,-0.809
1227,49.25,14.5,-0.728
1227,49.75,14.5,1.051
1227,50.25,14.5,1.269
1227,50.75,14.5,-0.782
1227,49.25,15,0.07
1227,49.75,15,0.519
1227,50.25,15,-0.639
1227,50.75,15,-0.084
1227,49.25,15.5,-0.102
1227,49.75,15.5,-2.006
1227,50.25,15.5,0.619
1227,50.75,15.5,0.296
1227,49.25,16,-0.481
1227,49.75,16,-1.135
1227,50.25,16,0.17
1227,50.75,16,-1.427
1227,49.25,16.5,-0.311
1227,49.75,16.5,-1.272
1227,50.25,16.5,-1.116
1227,50.75,16.5,-2.399
1228,49.25,13.5,-0.717
1228,49.75,13.5,-2.475
1228,50.25,13.5,-1.521
1228,50.75,13.5,-2.167
1228,49.25,14,-2.496
1228,49.75,14,-0.094
1228,50.25,14,-3.351
1228,50.75,14,-1.974
1228,49.25,14.5,-1.817
1228,49.75,14.5,-2.055
1228,50.25,14.5,-2.358
