Time,Lat,Lon,scPDSI
1252,45.75,15.5,0.834
1252,46.25,15.5,-0.38
1252,46.75,15.5,-0.118
1252,45.25,16,-1.769
1252,45.75,16,-1.621
1252,46.25,16,-0.995
1252,46.75,16,0.133
1252,45.25,16.5,-2.753
1252,45.75,16.5,-0.706
1252,46.25,16.5,-1.777
1252,46.75,16.5,-0.694
1253,45.25,15.5,-1.541
1253,45.75,15.5,-2.745
1253,46.25,15.5,-1.528
1253,46.75,15.5,0.949
1253,45.25,16,-1.496
1253,45.75,16,-5.569
1253,46.25,16,-1.231
1253,46.75,16,-0.345
1253,45.25,16.5,-3.663
1253,45.75,16.5,-0.38
1253,46.25,16.5,-3.587
1253,46.75,16.5,-2.168
1254,45.25,15.5,3.986
1254,45.75,15.5,2.717
1254,46.25,15.5,2.947
1254,46.75,15.5,3.261
1254,45.25,16,2.936
1254,45.75,16,0.666
1254,46.25,16,0.007
1254,46.75,16,2.705
1254,45.25,16.5,-0.124
1254,45.75,16.5,3.092
1254,46.25,16.5,-0.915
1254,46.75,16.5,1.463
1255,45.25,15.5,-2.775
1255,45.75,15.5,-2.839
1255,46.25,15.5,-1.641
1255,46.75,15.5,2.408
1255,45.25,16,-2.476
1255,45.75,16,-0.494
1255,46.25,16,-1.204
1255,46.75,16,0.388
1255,45.25,16.5,-3.297
1255,45.75,16.5,-2.449
1255,46.25,16.5,-2.585
1255,46.75,16.5,-0.739
1256,45.25,15.5,2.195
1256,45.75,15.5,-0.553
1256,46.25,15.5,2.107
1256,46.75,15.5,5.039
1256,45.25,16,2.034
1256,45.75,16,0.766
1256,46.25,16,0.233
1256,46.75,16,3.356
1256,45.25,16.5,0.517
1256,45.75,16.5,2.803
1256,46.25,16.5,-0.601
1256,46.75,16.5,1.649
1257,45.25,15.5,1.154
1257,45.75,15.5,-0.463
1257,46.25,15.5,0.028
1257,46.75,15.5,0.618
1257,45.25,16,1.44
1257,45.75,16,2.443
1257,46.25,16,-0.514
1257,46.75,16,1.263
1257,45.25,16.5,0.5
1257,45.75,16.5,1.08
1257,46.25,16.5,-0.557
1257,46.75,16.5,-0.808
1258,45.25,15.5,0.379
1258,45.75,15.5,-1.387
1258,46.25,15.5,-0.239
1258,46.75,15.5,3.373
1258,45.25,16,-1.19
1258,45.75,16,0.929
1258,46.25,16,-1.108
1258,46.75,16,1.195
1258,45.25,16.5,-1.048
1258,45.75,16.5,-0.446
1258,46.25,16.5,-2.047
1258,46.75,16.5,0.075
1259,45.25,15.5,1.761
1259,45.75,15.5,0.442
1259,46.25,15.5,0.934
1259,46.75,15.5,0.472
1259,45.25,16,1.33
1259,45.75,16,2.903
1259,46.25,16,0.163
1259,46.75,16,0.641
1259,45.25,16.5,1.08
1259,45.75,16.5,-0.236
1259,46.25,16.5,-0.018
1259,46.75,16.5,1.193
1260,45.25,15.5,-1.658
1260,45.75,15.5,-1.111
1260,46.25,15.5,-0.905
1260,46.75,15.5,1.614
1260,45.25,16,-2.382
1260,45.75,16,1.008
1260,46.25,16,-0.712
1260,46.75,16,-1.33
1260,45.25,16.5,0.008
1260,45.75,16.5,-1.104
1260,46.25,16.5,-2.044
1260,46.75,16.5,-0.962
1261,45.25,15.5,-0.467
1261,45.75,15.5,0.964
1261,46.25,15.5,1.495
1261,46.75,15.5,2.617
1261,45.25,16,-1.08
1261,45.75,16,2.256
1261,46.25,16,0.576
1261,46.75,16,1.854
1261,45.25,16.5,-0.606
1261,45.75,16.5,-1.516
1261,46.25,16.5,-0.33
1261,46.75,16.5,2.66
1262,45.25,15.5,-3.654
1262,45.75,15.5,-3.315
1262,46.25,15.5,-3.321
1262,46.75,15.5,1.685
1262,45.25,16,-2.931
1262,45.75,16,-1.521
1262,46.25,16,-1.335
1262,46.75,16,0.181
1262,45.25,16.5,-2.551
1262,45.75,16.5,-2.269
1262,46.25,16.5,-0.708
1262,46.75,16.5,-1.287
1263,45.25,15.5,0.833
1263,45.75,15.5,-0.294
1263,46.25,15.5,1.244
1263,46.75,15.5,2.055
1263,45.25,16,1.537
1263,45.75,16,0.126
1263,46.25,16,0.892
1263,46.75,16,2.77
1263,45.25,16.5,-2.005
1263,45.75,16.5,2.867
1263,46.25,16.5,0.051
1263,46.75,16.5,0.525
1264,45.25,15.5,1.459
1264,45.75,15.5,1.998
1264,46.25,15.5,1.348
1264,46.75,15.5,-0.752
1264,45.25,16,0.796
1264,45.75,16,1.48
1264,46.25,16,0.641
1264,46.75,16,-0.804
1264,45.25,16.5,1.065
1264,45.75,16.5,1.367
1264,46.25,16.5,1.131
1264,46.75,16.5,1.22
1265,45.25,15.5,-2.148
1265,45.75,15.5,-0.092
1265,46.25,15.5,-1.739
1265,46.75,15.5,-2.448
1265,45.25,16,-3.204
1265,45.75,16,-0.69
1265,46.25,16,-0.628
1265,46.75,16,-0.165
1265,45.25,16.5,-5.245
1265,45.75,16.5,-1.31
1265,46.25,16.5,-0.917
1265,46.75,16.5,-1.05
1266,45.25,15.5,-1.336
1266,45.75,15.5,0.131
1266,46.25,15.5,-0.115
1266,46.75,15.5,-1.813
1266,45.25,16,-1.1
1266,45.75,16,-2.647
1266,46.25,16,-1.664
1266,46.75,16,-1.363
1266,45.25,16.5,-1.593
1266,45.75,16.5,0.771
1266,46.25,16.5,-0.861
1266,46.75,16.5,-3.115
1267,45.25,15.5,2.969
1267,45.75,15.5,2.126
1267,46.25,15.5,0.67
1267,46.75,15.5,-2.966
1267,45.25,16,2.157
1267,45.75,16,0.149
1267,46.25,16,-0.402
1267,46.75,16,1.039
1267,45.25,16.5,0.186
1267,45.75,16.5,1.555
1267,46.25,16.5,0.375
1267,46.75,16.5,0.735
1268,45.25,15.5,0.564
1268,45.75,15.5,1.59
1268,46.25,15.5,0.228
1268,46.75,15.5,-0.572
1268,45.25,16,-0.37
1268,45.75,16,0.31
1268,46.25,16,0.144
1268,46.75,16,-0.723
1268,45.25,16.5,-0.324
1268,45.75,16.5,0.929
1268,46.25,16.5,-0.585
1268,46.75,16.5,0.466
1269,45.25,15.5,-1.755
1269,45.75,15.5,1.137
1269,46.25,15.5,1.982
1269,46.75,15.5,3.014
1269,45.25,16,-1.592
1269,45.75,16,-0.913
1269,46.25,16,0.903
1269,46.75,16,1.431
1269,45.25,16.5,0.861
1269,45.75,16.5,-0.962
1269,46.25,16.5,0.563
1269,46.75,16.5,2.186
1270,45.25,15.5,0.571
1270,45.75,15.5,-0.313
1270,46.25,15.5,-2.09
1270,46.75,15.5,0.653
1270,45.25,16,0.553
1270,45.75,16,2.167
1270,46.25,16,-0.065
1270,46.75,16,2.111
1270,45.25,16.5,-2.219
1270,45.75,16.5,0.906
1270,46.25,16.5,0.485
1270,46.75,16.5,1.926
1271,45.25,15.5,3.22
1271,45.75,15.5,3.085
1271,46.25,15.5,4.71
1271,46.75,15.5,1.742
1271,45.25,16,3.164
1271,45.75,16,2.897
1271,46.25,16,0.925
1271,46.75,16,1.411
1271,45.25,16.5,1.835
1271,45.75,16.5,6.031
1271,46.25,16.5,0.968
1271,46.75,16.5,2.127
1272,45.25,15.5,1.175
1272,45.75,15.5,1.089
1272,46.25,15.5,1.147
1272,46.75,15.5,3.205
1272,45.25,16,0.994
1272,45.75,16,3.45
1272,46.25,16,1.139
1272,46.75,16,2.384
1272,45.25,16.5,0.56
1272,45.75,16.5,1.192
1272,46.25,16.5,0.382
1272,46.75,16.5,3.377
1273,45.25,15.5,-2.673
1273,45.75,15.5,-0.657
1273,46.25,15.5,0.326
1273,46.75,15.5,1.664
1273,45.25,16,-2.273
1273,45.75,16,1.121
1273,46.25,16,0.596
1273,46.75,16,0.272
1273,45.25,16.5,-0.781
1273,45.75,16.5,-2.395
1273,46.25,16.5,-1.042
1273,46.75,16.5,1.132
1274,45.25,15.5,-2.179
1274,45.75,15.5,-2.24
1274,46.25,15.5,-0.887
1274,46.75,15.5,0.069
1274,45.25,16,-2.084
1274,45.75,16,-1.927
1274,46.25,16,0.093
1274,46.75,16,-0.25
1274,45.25,16.5,-3.314
1274,45.75,16.5,-1.173
1274,46.25,16.5,-2.22
1274,46.75,16.5,-0.855
1275,45.25,15.5,1.59
1275,45.75,15.5,1.937
1275,46.25,15.5,2.342
1275,46.75,15.5,-0.06
1275,45.25,16,1.745
1275,45.75,16,-0.278
1275,46.25,16,0.311
1275,46.75,16,0.61
1275,45.25,16.5,-0.181
1275,45.75,16.5,2.406
1275,46.25,16.5,0.805
1275,46.75,16.5,-0.712
1276,45.25,15.5,2.643
1276,45.75,15.5,3.21
1276,46.25,15.5,1.578
1276,46.75,15.5,-0.791
1276,45.25,16,1.469
1276,45.75,16,1.029
1276,46.25,16,0.709
1276,46.75,16,0.863
1276,45.25,16.5,0.337
1276,45.75,16.5,1.712
1276,46.25,16.5,0.309
1276,46.75,16.5,-0.344
1277,45.25,15.5,0.735
1277,45.75,15.5,2.488
1277,46.25,15.5,2.653
1277,46.75,15.5,-0.094
1277,45.25,16,0.064
1277,45.75,16,-0.294
1277,46.25,16,0.602
1277,46.75,16,-0.547
1277,45.25,16.5,0.003
1277,45.75,16.5,0.924
1277,46.25,16.5,-0.898
1277,46.75,16.5,-0.895
1278,45.25,15.5,2.757
1278,45.75,15.5,5.152
1278,46.25,15.5,3.779
1278,46.75,15.5,2.52
1278,45.25,16,1.51
1278,45.75,16,3.525
1278,46.25,16,2.256
1278,46.75,16,3.789
1278,45.25,16.5,2.717
1278,45.75,16.5,1.285
1278,46.25,16.5,3.712
1278,46.75,16.5,3.639
1279,45.25,15.5,-2.217
1279,45.75,15.5,-0.646
1279,46.25,15.5,-1.293
1279,46.75,15.5,0.254
1279,45.25,16,-1.998
1279,45.75,16,0.703
1279,46.25,16,0.284
1279,46.75,16,-1.463
1279,45.25,16.5,-1.135
1279,45.75,16.5,-1.352
1279,46.25,16.5,-0.947
1279,46.75,16.5,-0.324
1280,45.25,15.5,-0.453
1280,45.75,15.5,-0.214
1280,46.25,15.5,0.412
1280,46.75,15.5,1.462
1280,45.25,16,-1.137
1280,45.75,16,-0.229
1280,46.25,16,0.178
1280,46.75,16,0.606
1280,45.25,16.5,-0.674
1280,45.75,16.5,-0.655
1280,46.25,16.5,-0.649
1280,46.75,16.5,-0.349
1281,45.25,15.5,-0.497
1281,45.75,15.5,-1.393
1281,46.25,15.5,0.533
1281,46.75,15.5,-0.222
1281,45.25,16,-0.929
1281,45.75,16,0.095
1281,46.25,16,-0.224
1281,46.75,16,0.859
1281,45.25,16.5,-1.528
1281,45.75,16.5,-0.687
1281,46.25,16.5,-0.175
1281,46.75,16.5,-0.052
1282,45.25,15.5,2.412
1282,45.75,15.5,1.896
1282,46.25,15.5,2.486
1282,46.75,15.5,0.683
1282,45.25,16,1.837
1282,45.75,16,2.052
1282,46.25,16,1.536
1282,46.75,16,1.98
1282,45.25,16.5,1.513
1282,45.75,16.5,2.319
1282,46.25,16.5,1.312
1282,46.75,16.5,-0.223
1283,45.25,15.5,0.912
1283,45.75,15.5,2.509
1283,46.25,15.5,2.197
1283,46.75,15.5,-0.337
1283,45.25,16,0.562
1283,45.75,16,2.375
1283,46.25,16,-0.152
1283,46.75,16,-0.274
1283,45.25,16.5,1.26
1283,45.75,16.5,-0.113
1283,46.25,16.5,0.41
1283,46.75,16.5,-0.072
1284,45.25,15.5,-0.61
1284,45.75,15.5,0.196
1284,46.25,15.5,-0.723
1284,46.75,15.5,2.746
1284,45.25,16,-0.407
1284,45.75,16,0.872
1284,46.25,16,0.643
1284,46.75,16,1.286
1284,45.25,16.5,-0.285
1284,45.75,16.5,-1.231
1284,46.25,16.5,0.32
1284,46.75,16.5,1.479
1285,45.25,15.5,0.032
1285,45.75,15.5,0.531
1285,46.25,15.5,1.559
1285,46.75,15.5,2.472
1285,45.25,16,0.323
1285,45.75,16,1.203
1285,46.25,16,2.438
1285,46.75,16,2.323
1285,45.25,16.5,1.844
1285,45.75,16.5,0.689
1285,46.25,16.5,1.743
1285,46.75,16.5,2.553
1286,45.25,15.5,-1.654
1286,45.75,15.5,-0.734
1286,46.25,15.5,-0.363
1286,46.75,15.5,-0.973
1286,45.25,16,-2.475
1286,45.75,16,-0.292
1286,46.25,16,1.495
1286,46.75,16,-1.087
1286,45.25,16.5,2.516
1286,45.75,16.5,-3.011
1286,46.25,16.5,-0.574
1286,46.75,16.5,0.63
1287,45.25,15.5,1.831
1287,45.75,15.5,3.635
1287,46.25,15.5,1.772
1287,46.75,15.5,2.421
1287,45.25,16,0.113
1287,45.75,16,0.184
1287,46.25,16,2.295
1287,46.75,16,1.728
1287,45.25,16.5,3.124
1287,45.75,16.5,-0.609
1287,46.25,16.5,0.889
1287,46.75,16.5,2.371
1288,45.25,15.5,-2.547
1288,45.75,15.5,-1.12
1288,46.25,15.5,-1.93
1288,46.75,15.5,-0.869
1288,45.25,16,-2.971
1288,45.75,16,-1.097
1288,46.25,16,-0.099
1288,46.75,16,-1.491
1288,45.25,16.5,-0.579
1288,45.75,16.5,-4.454
1288,46.25,16.5,-0.174
1288,46.75,16.5,-1.015
1289,45.25,15.5,0.273
1289,45.75,15.5,-1.334
1289,46.25,15.5,-2.219
1289,46.75,15.5,-0.139
1289,45.25,16,0.997
1289,45.75,16,-0.054
1289,46.25,16,0.822
1289,46.75,16,-0.467
1289,45.25,16.5,-0.099
1289,45.75,16.5,1.534
1289,46.25,16.5,-1.492
1289,46.75,16.5,0.216
1290,45.25,15.5,2.134
1290,45.75,15.5,2.4
1290,46.25,15.5,2.858
1290,46.75,15.5,0.378
1290,45.25,16,2.28
1290,45.75,16,1.495
1290,46.25,16,0.93
1290,46.75,16,1.353
1290,45.25,16.5,2.071
1290,45.75,16.5,3.887
1290,46.25,16.5,1.436
1290,46.75,16.5,0.787
1291,45.25,15.5,1.452
1291,45.75,15.5,3.46
1291,46.25,15.5,2.55
1291,46.75,15.5,0.894
1291,45.25,16,1.326
1291,45.75,16,3.098
1291,46.25,16,2.045
1291,46.75,16,0.841
1291,45.25,16.5,3.539
1291,45.75,16.5,1.046
1291,46.25,16.5,2.366
1291,46.75,16.5,2.154
1292,45.25,15.5,-1.758
1292,45.75,15.5,1.334
1292,46.25,15.5,-0.426
1292,46.75,15.5,-0.209
1292,45.25,16,-1.818
1292,45.75,16,1.597
1292,46.25,16,0.532
1292,46.75,16,-0.465
1292,45.25,16.5,-0.329
1292,45.75,16.5,0.214
1292,46.25,16.5,-0.655
1292,46.75,16.5,-0.53
1293,45.25,15.5,0.865
1293,45.75,15.5,0.83
1293,46.25,15.5,0.942
1293,46.75,15.5,-0.252
1293,45.25,16,-0.192
1293,45.75,16,-0.928
1293,46.25,16,1.691
1293,46.75,16,1.572
1293,45.25,16.5,1.278
1293,45.75,16.5,-1.251
1293,46.25,16.5,1.24
1293,46.75,16.5,0.051
1294,45.25,15.5,1.317
1294,45.75,15.5,2.613
1294,46.25,15.5,2.068
1294,46.75,15.5,0.838
1294,45.25,16,0.916
1294,45.75,16,1.809
1294,46.25,16,2.506
1294,46.75,16,0.726
1294,45.25,16.5,1.605
1294,45.75,16.5,1.367
1294,46.25,16.5,1.487
1294,46.75,16.5,0.295
1295,45.25,15.5,-0.033
1295,45.75,15.5,1.31
1295,46.25,15.5,0.595
1295,46.75,15.5,0.074
1295,45.25,16,0.189
1295,45.75,16,1.829
1295,46.25,16,1.426
1295,46.75,16,0.675
1295,45.25,16.5,-0.735
1295,45.75,16.5,0.025
1295,46.25,16.5,0.783
1295,46.75,16.5,0.846
1296,45.25,15.5,-1.208
1296,45.75,15.5,0.121
1296,46.25,15.5,-1.249
1296,46.75,15.5,-2.002
1296,45.25,16,-0.974
1296,45.75,16,-1.091
1296,46.25,16,0.068
1296,46.75,16,-1.965
1296,45.25,16.5,-1.491
1296,45.75,16.5,0.231
1296,46.25,16.5,-0.163
1296,46.75,16.5,-1.852
1297,45.25,15.5,1.897
1297,45.75,15.5,0.87
1297,46.25,15.5,0.282
1297,46.75,15.5,0.035
1297,45.25,16,2.566
1297,45.75,16,1.5
1297,46.25,16,0.283
1297,46.75,16,1.509
1297,45.25,16.5,0.466
1297,45.75,16.5,1.244
1297,46.25,16.5,1.364
1297,46.75,16.5,0.714
1298,45.25,15.5,-0.414
1298,45.75,15.5,0.357
1298,46.25,15.5,-1.322
1298,46.75,15.5,-2.879
1298,45.25,16,-0.164
1298,45.75,16,0.822
1298,46.25,16,-1.057
1298,46.75,16,-1.778
1298,45.25,16.5,-0.361
1298,45.75,16.5,-0.87
1298,46.25,16.5,0.128
1298,46.75,16.5,0.188
1299,45.25,15.5,-3.296
1299,45.75,15.5,0.506
1299,46.25,15.5,-0.571
1299,46.75,15.5,-2.547
1299,45.25,16,-2.81
1299,45.75,16,1.137
1299,46.25,16,-0.231
1299,46.75,16,-2.196
1299,45.25,16.5,-0.262
1299,45.75,16.5,-3.696
1299,46.25,16.5,-0.178
1299,46.75,16.5,-0.318
1300,45.25,15.5,-1.445
1300,45.75,15.5,0.278
1300,46.25,15.5,-0.604
1300,46.75,15.5,-1.186
1300,45.25,16,-2.923
1300,45.75,16,-0.979
1300,46.25,16,0.29
1300,46.75,16,-1.22
1300,45.25,16.5,-1.039
1300,45.75,16.5,-3.296
1300,46.25,16.5,-1.417
1300,46.75,16.5,-0.274
1301,45.25,15.5,0.906
1301,45.75,15.5,1.319
1301,46.25,15.5,0.393
1301,46.75,15.5,-1.103
1301,45.25,16,0.686
1301,45.75,16,0.26
1301,46.25,16,0.501
1301,46.75,16,0.91
1301,45.25,16.5,-0.36
1301,45.75,16.5,0.284
1301,46.25,16.5,-0.165
1301,46.75,16.5,0.8
1302,45.25,15.5,-2.036
1302,45.75,15.5,0.782
1302,46.25,15.5,0.054
1302,46.75,15.5,-0.501
1302,45.25,16,-2.45
1302,45.75,16,-0.444
1302,46.25,16,0.512
1302,46.75,16,-0.671
1302,45.25,16.5,-1.253
1302,45.75,16.5,-1.597
1302,46.25,16.5,-1.32
1302,46.75,16.5,0.031
1303,45.25,15.5,-2.962
1303,45.75,15.5,-0.913
1303,46.25,15.5,-2.135
1303,46.75,15.5,-3.999
1303,45.25,16,-3.379
1303,45.75,16,-2.199
1303,46.25,16,-1.882
1303,46.75,16,-2.713
1303,45.25,16.5,-2.169
1303,45.75,16.5,-4.496
1303,46.25,16.5,-0.768
1303,46.75,16.5,-1.883
1304,45.25,15.5,-0.99
1304,45.75,15.5,0.641
1304,46.25,15.5,-1.359
1304,46.75,15.5,-4.186
1304,45.25,16,-0.007
1304,45.75,16,-1.312
1304,46.25,16,-0.231
1304,46.75,16,-2.742
1304,45.25,16.5,0.868
1304,45.75,16.5,-1.348
1304,46.25,16.5,0.383
1304,46.75,16.5,-1.576
1305,45.25,15.5,-1.941
1305,45.75,15.5,-0.278
1305,46.25,15.5,-2.107
1305,46.75,15.5,-1.595
1305,45.25,16,-2.177
1305,45.75,16,-3.367
1305,46.25,16,-1.853
1305,46.75,16,-2.964
1305,45.25,16.5,-1.204
1305,45.75,16.5,-2.596
1305,46.25,16.5,-2.245
1305,46.75,16.5,-3.467
1306,45.25,15.5,-0.9
1306,45.75,15.5,-1.094
1306,46.25,15.5,-1.82
1306,46.75,15.5,-1.275
1306,45.25,16,-1.297
1306,45.75,16,-3.796
1306,46.25,16,-0.57
1306,46.75,16,-0.619
1306,45.25,16.5,-0.214
1306,45.75,16.5,-2.516
1306,46.25,16.5,-1.02
1306,46.75,16.5,-1.875
1307,45.25,15.5,-1.01
1307,45.75,15.5,-0.703
1307,46.25,15.5,-2.094
1307,46.75,15.5,-2.627
1307,45.25,16,-1.438
1307,45.75,16,-4.137
1307,46.25,16,-1.001
1307,46.75,16,-2.184
1307,45.25,16.5,-1.069
1307,45.75,16.5,-2.08
1307,46.25,16.5,-1.61
1307,46.75,16.5,-1.138
1308,45.25,15.5,0.421
1308,45.75,15.5,2.565
1308,46.25,15.5,1.22
1308,46.75,15.5,1.465
1308,45.25,16,0.427
1308,45.75,16,-1.137
1308,46.25,16,-1.716
1308,46.75,16,1.065
1308,45.25,16.5,-0.245
1308,45.75,16.5,1.864
1308,46.25,16.5,-0.745
1308,46.75,16.5,0.625
1309,45.25,15.5,-0.58
1309,45.75,15.5,-1.151
1309,46.25,15.5,-0.243
1309,46.75,15.5,-0.087
1309,45.25,16,0.496
1309,45.75,16,0.54
1309,46.25,16,0.839
1309,46.75,16,1.176
1309,45.25,16.5,1.266
1309,45.75,16.5,0.071
1309,46.25,16.5,0.952
1309,46.75,16.5,1.344
1310,45.25,15.5,2.316
1310,45.75,15.5,2.481
1310,46.25,15.5,2.096
1310,46.75,15.5,0.277
1310,45.25,16,1.536
1310,45.75,16,0.225
1310,46.25,16,1.295
1310,46.75,16,0.974
1310,45.25,16.5,1.955
1310,45.75,16.5,1.219
1310,46.25,16.5,2.744
1310,46.75,16.5,1.651
1311,45.25,15.5,-2.489
1311,45.75,15.5,-1.247
1311,46.25,15.5,-1.415
1311,46.75,15.5,-0.525
1311,45.25,16,-2.411
1311,45.75,16,-0.66
1311,46.25,16,-0.365
1311,46.75,16,-0.83
1311,45.25,16.5,-1.351
1311,45.75,16.5,-3.304
1311,46.25,16.5,-1.151
1311,46.75,16.5,1.045
1312,45.25,15.5,-3.43
1312,45.75,15.5,-3.934
1312,46.25,15.5,-3.04
1312,46.75,15.5,-3.066
1312,45.25,16,-2.938
1312,45.75,16,-2.562
1312,46.25,16,-1.129
1312,46.75,16,-2.579
1312,45.25,16.5,-4.36
1312,45.75,16.5,-3.358
1312,46.25,16.5,-2.526
1312,46.75,16.5,-1.873
1313,45.25,15.5,-0.578
1313,45.75,15.5,0.507
1313,46.25,15.5,1.111
1313,46.75,15.5,1.341
1313,45.25,16,-1.157
1313,45.75,16,0.09
1313,46.25,16,1.351
1313,46.75,16,1.762
1313,45.25,16.5,-0.093
1313,45.75,16.5,0.557
1313,46.25,16.5,0.384
1313,46.75,16.5,-0.015
1314,45.25,15.5,-2.592
1314,45.75,15.5,-3.044
1314,46.25,15.5,-1.544
1314,46.75,15.5,-1.446
1314,45.25,16,-2.253
1314,45.75,16,-3.999
1314,46.25,16,-1.251
1314,46.75,16,-0.995
1314,45.25,16.5,-2.543
1314,45.75,16.5,-1.832
1314,46.25,16.5,-1.797
1314,46.75,16.5,-2.432
1315,45.25,15.5,3.222
1315,45.75,15.5,3.25
1315,46.25,15.5,4.156
1315,46.75,15.5,4.27
1315,45.25,16,2.726
1315,45.75,16,1.125
1315,46.25,16,2.88
1315,46.75,16,4.046
1315,45.25,16.5,0.927
1315,45.75,16.5,3.839
1315,46.25,16.5,2.27
1315,46.75,16.5,2.281
1316,45.25,15.5,0.229
1316,45.75,15.5,1.165
1316,46.25,15.5,2.455
1316,46.75,15.5,0.74
1316,45.25,16,0.48
1316,45.75,16,2.651
1316,46.25,16,3.124
1316,46.75,16,1.17
1316,45.25,16.5,0.243
1316,45.75,16.5,-0.064
1316,46.25,16.5,4.195
1316,46.75,16.5,2.847
1317,45.25,15.5,-2.193
1317,45.75,15.5,-1.158
1317,46.25,15.5,-0.886
1317,46.75,15.5,-0.048
1317,45.25,16,-1.739
1317,45.75,16,-1.102
1317,46.25,16,1.362
1317,46.75,16,-2.903
1317,45.25,16.5,-2.543
1317,45.75,16.5,-1.395
1317,46.25,16.5,-1.132
1317,46.75,16.5,-0.316
1318,45.25,15.5,-2.854
1318,45.75,15.5,-2.383
1318,46.25,15.5,-1.878
1318,46.75,15.5,-2.888
1318,45.25,16,-2.788
1318,45.75,16,-2.868
1318,46.25,16,0.763
1318,46.75,16,-0.516
1318,45.25,16.5,-3.551
1318,45.75,16.5,-3.535
1318,46.25,16.5,-0.142
1318,46.75,16.5,-1.126
1319,45.25,15.5,-1.789
1319,45.75,15.5,0.651
1319,46.25,15.5,-1.366
1319,46.75,15.5,-3.271
1319,45.25,16,-2.296
1319,45.75,16,-1.376
1319,46.25,16,0.019
1319,46.75,16,-3.662
1319,45.25,16.5,-1.327
1319,45.75,16.5,-3.51
1319,46.25,16.5,-1.135
1319,46.75,16.5,-2.175
1320,45.25,15.5,-0.225
1320,45.75,15.5,-1.378
1320,46.25,15.5,-2.711
1320,46.75,15.5,-1.404
1320,45.25,16,-0.253
1320,45.75,16,-3.601
1320,46.25,16,-1.07
1320,46.75,16,-1.181
1320,45.25,16.5,-3.293
1320,45.75,16.5,-0.095
1320,46.25,16.5,-2.186
1320,46.75,16.5,-2.203
1321,45.25,15.5,2.616
1321,45.75,15.5,0.449
1321,46.25,15.5,1.259
1321,46.75,15.5,0.377
1321,45.25,16,3.32
1321,45.75,16,0.184
1321,46.25,16,0.068
1321,46.75,16,0.999
1321,45.25,16.5,0.81
1321,45.75,16.5,3.609
1321,46.25,16.5,0.43
1321,46.75,16.5,0.294
1322,45.25,15.5,-1.638
1322,45.75,15.5,-1.065
1322,46.25,15.5,-0.4
1322,46.75,15.5,0.015
1322,45.25,16,-1.06
1322,45.75,16,-1.216
1322,46.25,16,-1.102
1322,46.75,16,-0.688
1322,45.25,16.5,-0.023
1322,45.75,16.5,-1.012
1322,46.25,16.5,-1.487
1322,46.75,16.5,0.065
1323,45.25,15.5,-2.743
1323,45.75,15.5,-3.633
1323,46.25,15.5,-2.889
1323,46.75,15.5,0.48
1323,45.25,16,-2.264
1323,45.75,16,-3.749
1323,46.25,16,-1.555
1323,46.75,16,0.331
1323,45.25,16.5,-1.621
1323,45.75,16.5,-2.444
1323,46.25,16.5,-1.278
1323,46.75,16.5,-1.495
1324,45.25,15.5,-0.983
1324,45.75,15.5,-2.007
1324,46.25,15.5,-1.584
1324,46.75,15.5,-0.231
1324,45.25,16,-0.591
1324,45.75,16,-3.666
1324,46.25,16,-0.566
1324,46.75,16,0.085
1324,45.25,16.5,-0.846
1324,45.75,16.5,-2.301
1324,46.25,16.5,0.168
1324,46.75,16.5,0.403
1325,45.25,15.5,-4.011
1325,45.75,15.5,-4.014
1325,46.25,15.5,-4.419
1325,46.75,15.5,-2.682
1325,45.25,16,-4.033
1325,45.75,16,-5.522
1325,46.25,16,-2.771
1325,46.75,16,-3.261
1325,45.25,16.5,-4.573
1325,45.75,16.5,-3.45
1325,46.25,16.5,-2.637
1325,46.75,16.5,-3.49
1326,45.25,15.5,0.79
1326,45.75,15.5,-0.35
1326,46.25,15.5,-1.627
1326,46.75,15.5,-3.32
1326,45.25,16,0.52
1326,45.75,16,-1.857
1326,46.25,16,-3.134
1326,46.75,16,-0.366
1326,45.25,16.5,-2.032
1326,45.75,16.5,-0.261
1326,46.25,16.5,-0.326
1326,46.75,16.5,-1.275
1327,45.25,15.5,0.196
1327,45.75,15.5,0.886
1327,46.25,15.5,1.781
1327,46.75,15.5,2.512
1327,45.25,16,0.18
1327,45.75,16,-0.787
1327,46.25,16,1.103
1327,46.75,16,-0.732
1327,45.25,16.5,0.283
1327,45.75,16.5,0.618
1327,46.25,16.5,-0.51
1327,46.75,16.5,0.136
1328,45.25,15.5,-0.975
1328,45.75,15.5,-3.523
1328,46.25,15.5,-1.949
1328,46.75,15.5,1.459
1328,45.25,16,0.064
1328,45.75,16,-0.883
1328,46.25,16,1.579
1328,46.75,16,1.239
1328,45.25,16.5,-1.426
1328,45.75,16.5,0.383
1328,46.25,16.5,-0.941
1328,46.75,16.5,0.87
1329,45.25,15.5,-0.338
1329,45.75,15.5,-0.704
1329,46.25,15.5,-0.424
1329,46.75,15.5,0.013
1329,45.25,16,0.134
1329,45.75,16,-0.571
1329,46.25,16,0.435
1329,46.75,16,0.048
1329,45.25,16.5,-1.104
1329,45.75,16.5,-0.182
1329,46.25,16.5,-0.303
1329,46.75,16.5,0.623
1330,45.25,15.5,1.044
1330,45.75,15.5,2.71
1330,46.25,15.5,2.15
1330,46.75,15.5,0.361
1330,45.25,16,0.653
1330,45.75,16,-0.374
